	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	time_signature	track_name	artist	genre
11	0.851	0.806	4	-4.62	1	0.0787	0.118	1.64e-06	0.121	0.787	118.999	237200	4	Poker Face	Lady Gaga	POP
12	0.68	0.876	1	-3.646	0	0.0577	0.246	0.000187	0.0788	0.816	187.785	175360	4	Eh, Eh (Nothing Else I Can Say)	Lady Gaga	POP
13	0.782	0.906	2	-5.229	1	0.152	0.017	0.0503	0.293	0.697	120.064	172413	4	Beautiful, Dirty, Rich	Lady Gaga	POP
14	0.816	0.694	5	-3.325	1	0.0504	0.0296	1.48e-05	0.035	0.966	127.021	222107	4	The Fame	Lady Gaga	POP
15	0.775	0.756	1	-3.231	1	0.0476	0.0132	0.000302	0.0775	0.831	119.004	170293	4	Money Honey	Lady Gaga	POP
16	0.876	0.631	8	-5.939	0	0.143	0.0208	0.0	0.062	0.509	102.992	217120	4	Starstruck	Lady Gaga	POP
17	0.725	0.662	9	-5.068	1	0.0404	0.0144	0.0	0.0996	0.814	122.989	200813	4	Boys Boys Boys	Lady Gaga	POP
18	0.752	0.84	1	-5.047	1	0.0786	0.0502	1.07e-06	0.227	0.574	98.969	263360	4	Paper Gangsta	Lady Gaga	POP
19	0.747	0.508	10	-4.764	1	0.0314	0.126	6.75e-06	0.0842	0.595	125.072	243000	4	Brown Eyes	Lady Gaga	POP
20	0.719	0.896	10	-4.104	1	0.0413	0.121	2.47e-05	0.138	0.8	120.008	202493	4	I Like It Rough	Lady Gaga	POP
21	0.734	0.77	1	-4.775	0	0.0324	0.00307	0.0	0.0824	0.686	104.999	253947	4	Summerboy	Lady Gaga	POP
22	0.752	0.946	0	-3.398	1	0.0802	0.0388	0.000121	0.312	0.907	127.983	221480	4	Disco Heaven	Lady Gaga	POP
0	0.612	0.877	0	-4.43	1	0.064	0.000992	0.00563	0.462	0.38	131.068	264520	4	Marry The Night	Lady Gaga	POP
1	0.587	0.828	11	-5.108	1	0.161	0.00327	0.0	0.331	0.494	123.907	260253	4	Born This Way	Lady Gaga	POP
2	0.662	0.797	7	-6.735	1	0.0356	0.000141	0.0508	0.64	0.51	119.98	254267	4	Government Hooker	Lady Gaga	POP
3	0.664	0.934	10	-3.848	0	0.0697	0.00108	2.77e-05	0.27	0.53	130.982	249067	4	Judas	Lady Gaga	POP
4	0.608	0.848	1	-5.086	1	0.0326	0.000622	3.93e-06	0.429	0.338	127.999	246533	4	Americano	Lady Gaga	POP
5	0.57	0.923	5	-3.433	1	0.063	0.00116	9.01e-06	0.141	0.403	135.006	307893	4	Hair	Lady Gaga	POP
6	0.739	0.97	5	-4.885	0	0.118	0.0049	1.06e-06	0.273	0.519	131.003	225467	4	ScheiBe	Lady Gaga	POP
7	0.591	0.637	9	-6.365	0	0.03	0.0107	1.95e-06	0.113	0.432	99.998	244760	4	Bloody Mary	Lady Gaga	POP
8	0.695	0.875	2	-4.319	1	0.0567	0.00841	0.0222	0.653	0.353	120.043	216293	4	Black Jesus + Amen Fashion	Lady Gaga	POP
9	0.676	0.745	1	-6.244	0	0.0294	4.37e-05	0.00151	0.113	0.426	120.03	230973	4	Bad Kids	Lady Gaga	POP
10	0.647	0.947	9	-4.707	1	0.0483	0.000552	0.0	0.0864	0.355	123.061	219107	4	Fashion Of His Love	Lady Gaga	POP
11	0.559	0.767	0	-6.691	1	0.0355	0.000315	2.73e-05	0.63	0.276	127.973	255747	4	Highway Unicorn (Road To Love)	Lady Gaga	POP
12	0.6	0.649	1	-8.384	1	0.0593	7.76e-05	0.14	0.218	0.688	115.952	252547	4	Heavy Metal Lover	Lady Gaga	POP
13	0.676	0.916	9	-4.511	0	0.0394	0.00135	0.00142	0.274	0.8	128.024	252240	4	Electric Chapel	Lady Gaga	POP
14	0.368	0.833	6	-5.869	0	0.0464	0.000154	0.00651	0.0545	0.482	143.982	316520	4	The Queen	Lady Gaga	POP
15	0.521	0.701	2	-5.238	1	0.0458	0.0892	0.0	0.0876	0.518	127.087	307360	4	You And I	Lady Gaga	POP
16	0.583	0.768	9	-6.477	1	0.041	0.000323	0.0162	0.109	0.357	127.952	320547	4	The Edge Of Glory	Lady Gaga	POP
17	0.566	0.594	11	-6.161	1	0.0301	0.0736	0.0	0.174	0.496	123.945	261480	4	Born This Way - The Country Road Version	Lady Gaga	POP
18	0.78	0.473	1	-7.818	1	0.0385	0.00203	0.422	0.0959	0.213	130.998	247480	4	Judas - DJ White Shadow Remix	Lady Gaga	POP
19	0.632	0.827	9	-5.983	0	0.105	0.00379	0.0043	0.283	0.341	131.007	260573	4	Marry The Night - Zedd Remix	Lady Gaga	POP
20	0.704	0.803	5	-6.719	0	0.0618	0.026	2.48e-05	0.774	0.299	131.013	575240	4	Scheiße - DJ White Shadow Mugler	Lady Gaga	POP
21	0.607	0.813	9	-6.051	1	0.0539	7.83e-05	1.2e-05	0.209	0.526	122.988	225307	4	Fashion Of His Love - Fernando Garibay Remix	Lady Gaga	POP
22	0.543	0.919	4	-3.994	1	0.0838	1.67e-05	0.00471	0.31	0.7	123.903	359053	4	Born This Way - Jost & Naaf Remix	Lady Gaga	POP
0	0.218	0.652	4	-7.953	0	0.0641	0.033	0.111	0.172	0.0599	65.375	250053	4	Alone Again	The Weeknd	POP
1	0.638	0.863	4	-5.221	0	0.132	0.052	5.46e-05	0.685	0.226	120.077	239973	4	Too Late	The Weeknd	POP
2	0.467	0.608	10	-7.847	1	0.0707	0.0909	8.83e-05	0.125	0.108	80.957	211400	4	Hardest To Love	The Weeknd	POP
3	0.504	0.498	0	-8.24	1	0.0499	0.131	0.0	0.0929	0.196	87.221	191307	4	Scared To Live	The Weeknd	POP
4	0.55	0.611	0	-7.475	1	0.137	0.162	6.88e-05	0.121	0.243	148.062	247187	4	Snowchild	The Weeknd	POP
5	0.404	0.524	5	-8.996	0	0.0593	0.0456	0.00316	0.199	0.168	145.74	355960	4	Escape From LA	The Weeknd	POP
6	0.537	0.746	10	-5.507	0	0.15	0.0236	1.01e-06	0.156	0.252	170.062	198267	4	Heartless	The Weeknd	POP
7	0.375	0.605	0	-7.268	0	0.0729	0.612	0.0448	0.147	0.128	175.946	283227	4	Faith	The Weeknd	POP
8	0.514	0.73	1	-5.934	1	0.0598	0.00146	9.54e-05	0.0897	0.334	171.005	200040	4	Blinding Lights	The Weeknd	POP
9	0.667	0.719	7	-5.371	0	0.0346	0.00285	8.1e-05	0.0736	0.717	100.021	237520	4	In Your Eyes	The Weeknd	POP
10	0.68	0.826	0	-5.487	1	0.0309	0.0212	1.24e-05	0.543	0.644	118.051	215627	4	Save Your Tears	The Weeknd	POP
11	0.555	0.619	0	-7.918	1	0.0314	0.0323	0.000224	0.0917	0.141	95.032	195813	4	Repeat After Me (Interlude)	The Weeknd	POP
12	0.664	0.572	5	-6.099	0	0.0305	0.0811	0.00604	0.121	0.143	108.959	361027	4	After Hours	The Weeknd	POP
13	0.245	0.394	0	-9.887	0	0.0374	0.423	2.9e-05	0.093	0.148	115.233	190173	3	Until I Bleed Out	The Weeknd	POP
0	0.679	0.587	7	-7.015	1	0.276	0.141	6.35e-06	0.137	0.486	186.003	230453	4	Starboy	The Weeknd	POP
1	0.573	0.63	1	-8.389	1	0.105	0.189	2.31e-05	0.259	0.218	77.525	249213	4	Party Monster	The Weeknd	POP
2	0.517	0.677	8	-6.373	0	0.0746	0.0324	3.37e-05	0.189	0.192	173.978	220307	4	False Alarm	The Weeknd	POP
3	0.706	0.505	8	-6.923	1	0.193	0.142	0.0	0.164	0.388	160.053	218880	4	Reminder	The Weeknd	POP
4	0.738	0.885	9	-5.547	0	0.206	0.0133	0.0	0.0821	0.752	112.878	232880	4	Rockin’	The Weeknd	POP
5	0.664	0.771	0	-5.779	1	0.0533	0.0155	9.6e-06	0.46	0.763	109.945	265600	4	Secrets	The Weeknd	POP
6	0.624	0.424	1	-8.237	1	0.24	0.286	0.0	0.173	0.584	76.671	206013	4	True Colors	The Weeknd	POP
7	0.638	0.474	5	-12.7	0	0.124	0.351	0.191	0.105	0.441	179.771	111640	4	Stargirl Interlude	The Weeknd	POP
8	0.542	0.72	1	-5.136	0	0.0628	0.147	0.0	0.348	0.623	149.828	231360	4	Sidewalks	The Weeknd	POP
9	0.772	0.504	6	-8.219	0	0.0761	0.129	0.0	0.125	0.244	140.035	237573	4	Six Feet Under	The Weeknd	POP
10	0.711	0.807	7	-5.052	0	0.0608	0.052	0.0	0.214	0.698	116.971	223293	4	Love To Lay	The Weeknd	POP
11	0.853	0.663	7	-6.955	0	0.0755	0.0431	8.71e-06	0.0891	0.864	113.998	220173	4	A Lonely Night	The Weeknd	POP
12	0.671	0.428	4	-7.052	0	0.124	0.688	0.000182	0.119	0.362	148.04	197653	4	Attention	The Weeknd	POP
13	0.537	0.587	7	-7.486	0	0.0771	0.0275	0.0	0.0961	0.365	149.748	221920	4	Ordinary Life	The Weeknd	POP
14	0.575	0.634	1	-8.1	1	0.068	0.0646	0.0	0.0878	0.191	109.825	198653	4	Nothing Without You	The Weeknd	POP
15	0.467	0.417	8	-10.614	0	0.074	0.421	0.000202	0.102	0.171	120.021	321027	4	All I Know	The Weeknd	POP
16	0.582	0.525	1	-7.163	0	0.0627	0.111	0.0	0.134	0.51	133.249	260253	4	Die For You	The Weeknd	POP
17	0.773	0.819	0	-5.946	0	0.118	0.428	0.0	0.0679	0.585	92.987	269187	4	I Feel It Coming	The Weeknd	POP
0	0.882	0.662	0	-6.382	1	0.242	0.0124	0.0	0.106	0.57	120.034	106000	4	Bad Man (Smooth Criminal)	Polo G	RAP
1	0.684	0.624	2	-7.414	0	0.347	0.239	0.0	0.112	0.708	146.925	156735	4	Don’t Play (with Lil Baby)	Polo G	RAP
2	0.875	0.601	11	-7.191	0	0.314	0.0233	0.0	0.14	0.649	124.008	108890	4	Start Up Again (with Moneybagg Yo)	Polo G	RAP
3	0.659	0.64	10	-7.863	0	0.361	0.0121	0.0	0.352	0.753	173.907	143448	4	Heating Up (with YungLiv)	Polo G	RAP
4	0.719	0.909	11	-5.217	1	0.365	0.116	0.0	0.733	0.599	134.903	174945	4	Black Man in America	Polo G	RAP
5	0.465	0.729	3	-6.93	0	0.237	0.0072	0.0	0.139	0.606	95.001	172394	5	Young N Dumb	Polo G	RAP
6	0.666	0.707	5	-5.444	0	0.255	0.0862	0.0	0.334	0.627	160.0	168000	4	Unapologetic (with NLE Choppa)	Polo G	RAP
7	0.53	0.555	4	-8.495	0	0.438	0.0902	0.0	0.156	0.29	108.546	129571	5	Fortnight	Polo G	RAP
8	0.496	0.591	7	-8.615	0	0.573	0.0981	0.0	0.0871	0.286	159.941	159000	4	Decisions	Polo G	RAP
9	0.735	0.482	9	-10.457	1	0.366	0.165	3.91e-06	0.106	0.21	156.025	172308	4	With You	Polo G	RAP
10	0.744	0.439	1	-11.891	0	0.0632	0.424	0.0	0.104	0.39	124.008	170323	4	Partin Ways	Polo G	RAP
11	0.624	0.528	9	-9.368	1	0.31	0.337	0.0	0.0877	0.683	157.83	170925	4	Suicide (with Lil Tjay)	Polo G	RAP
12	0.479	0.714	1	-7.689	1	0.258	0.111	0.0	0.122	0.239	149.868	181373	4	Piano G	Polo G	RAP
13	0.564	0.501	0	-8.871	1	0.317	0.194	5.57e-06	0.122	0.379	89.98	149417	4	Alright	Polo G	RAP
14	0.522	0.466	3	-8.05	0	0.458	0.331	0.0	0.11	0.459	78.43	137692	4	Painting Pictures	Polo G	RAP
15	0.789	0.536	6	-6.862	1	0.242	0.41	0.0	0.129	0.437	81.039	165926	4	RAPSTAR	Polo G	RAP
16	0.479	0.645	5	-7.336	0	0.302	0.135	0.0	0.0825	0.381	155.057	168729	4	No Return (with The Kid LAROI & Lil Durk)	Polo G	RAP
17	0.685	0.515	4	-8.666	0	0.291	0.548	0.0	0.119	0.299	162.071	131968	4	Toxic	Polo G	RAP
18	0.616	0.617	1	-8.431	1	0.52	0.128	0.0	0.177	0.476	175.929	177273	4	Epidemic	Polo G	RAP
19	0.752	0.563	3	-8.066	0	0.209	0.146	0.0	0.103	0.551	145.05	178776	4	GANG GANG (with Lil Wayne)	Polo G	RAP
20	0.738	0.658	5	-7.44	0	0.269	0.0344	0.0	0.419	0.39	128.208	126625	4	Boom	Polo G	RAP
21	0.506	0.563	1	-7.664	0	0.411	0.0326	0.0	0.0856	0.153	168.146	190509	4	Black Hearted	Polo G	RAP
22	0.683	0.566	0	-8.815	1	0.105	0.114	0.0	0.111	0.355	150.089	128651	4	Broken Guitars (with Scorey)	Polo G	RAP
23	0.783	0.662	3	-9.491	0	0.409	0.617	0.0	0.101	0.458	145.88	116256	4	GNF (OKOKOK)	Polo G	RAP
24	0.664	0.375	1	-9.768	1	0.387	0.0135	0.0	0.117	0.145	171.784	161627	4	Go Part 1 (with G Herbo)	Polo G	RAP
25	0.802	0.588	8	-6.768	1	0.137	0.498	0.0	0.111	0.522	87.501	168765	4	Heart of a Giant (with Rod Wave)	Polo G	RAP
26	0.709	0.598	1	-7.655	1	0.391	0.139	1.29e-06	0.117	0.693	81.04	132727	4	Zooted Freestyle	Polo G	RAP
27	0.861	0.487	6	-8.533	1	0.131	0.0632	0.0	0.144	0.707	92.998	171232	4	Party Lyfe (with DaBaby)	Polo G	RAP
28	0.702	0.602	2	-7.21	1	0.213	0.0346	0.0	0.112	0.556	153.054	174155	4	Losses (with Young Thug)	Polo G	RAP
29	0.708	0.512	0	-8.963	1	0.0624	0.208	0.0	0.149	0.42	87.487	164725	4	So Real	Polo G	RAP
30	0.626	0.569	2	-10.669	0	0.279	0.0496	0.0	0.139	0.442	92.612	151685	4	Fame & Riches (with Roddy Ricch)	Polo G	RAP
31	0.542	0.596	5	-6.906	0	0.26	0.201	0.0	0.0802	0.437	96.476	175899	4	For the Love of New York (with Nicki Minaj)	Polo G	RAP
32	0.734	0.712	6	-6.217	0	0.201	0.391	0.0	0.103	0.674	140.369	165405	4	Clueless (with Pop Smoke & Fivio Foreign)	Polo G	RAP
33	0.772	0.48	6	-11.392	0	0.46	0.242	0.0	0.0975	0.339	91.047	265404	4	Bloody Canvas	Polo G	RAP
0	0.622	0.679	10	-6.183	0	0.29	0.0802	0.0	0.112	0.418	160.059	174968	4	Don't Believe The Hype	Polo G	RAP
1	0.776	0.64	7	-8.058	1	0.184	0.149	0.0	0.101	0.326	160.038	204000	4	Heartless (feat. Mustard)	Polo G	RAP
2	0.832	0.534	1	-7.813	0	0.253	0.345	0.0	0.165	0.116	93.924	132833	4	Martin & Gina	Polo G	RAP
3	0.752	0.673	10	-5.792	0	0.153	0.0538	0.0	0.133	0.35	164.009	163902	4	Flex (feat. Juice WRLD)	Polo G	RAP
4	0.92	0.833	1	-3.18	1	0.253	0.0277	0.0	0.0596	0.645	141.034	165726	4	Go Stupid	Polo G	RAP
5	0.783	0.479	7	-10.646	1	0.541	0.149	0.0	0.101	0.533	176.027	163798	4	21	Polo G	RAP
6	0.732	0.462	5	-10.191	0	0.406	0.126	0.0	0.12	0.117	180.067	170057	4	33	Polo G	RAP
7	0.807	0.665	5	-5.249	0	0.276	0.0919	0.0	0.0788	0.557	164.964	176575	4	I Know	Polo G	RAP
8	0.597	0.477	1	-9.638	0	0.642	0.137	0.0	0.113	0.512	80.382	171442	4	Beautiful Pain (Losin My Mind)	Polo G	RAP
9	0.539	0.705	11	-6.89	1	0.284	0.111	0.0	0.093	0.456	83.367	199458	4	No Matter What	Polo G	RAP
10	0.829	0.52	8	-10.34	1	0.294	0.0232	0.0	0.134	0.248	136.103	194118	4	Be Something	Polo G	RAP
11	0.763	0.558	0	-5.506	1	0.285	0.372	0.0	0.12	0.276	77.026	199549	4	Relentless	Polo G	RAP
12	0.779	0.797	0	-4.583	0	0.356	0.129	0.0	0.118	0.231	159.958	180058	4	DND	Polo G	RAP
13	0.82	0.5	10	-11.1	0	0.452	0.106	0.0	0.183	0.729	89.09	172669	4	Chinatown	Polo G	RAP
14	0.796	0.612	1	-6.994	1	0.433	0.0829	0.0	0.0607	0.545	87.542	176543	4	Trials & Tribulations	Polo G	RAP
15	0.562	0.589	7	-7.509	1	0.265	0.0679	0.0	0.0684	0.188	88.903	184444	1	Wishing For A Hero (feat. BJ The Chicago Kid)	Polo G	RAP
0	0.809	0.723	1	-6.145	1	0.352	0.335	0.0	0.144	0.397	145.067	120907	4	Lost Files	Polo G	RAP
1	0.77	0.599	2	-8.663	0	0.661	0.0131	0.0	0.0711	0.427	159.966	179773	4	Dyin Breed	Polo G	RAP
2	0.71	0.49	1	-9.832	1	0.246	0.128	0.0	0.0942	0.621	74.351	195587	4	Through Da Storm	Polo G	RAP
3	0.792	0.445	10	-7.871	0	0.544	0.00256	0.0	0.108	0.399	157.153	171467	4	Effortless	Polo G	RAP
4	0.772	0.639	1	-7.119	1	0.467	0.15	0.0	0.0698	0.261	168.112	166560	4	Pop Out (feat. Lil Tjay)	Polo G	RAP
5	0.754	0.597	7	-7.809	1	0.38	0.212	0.0	0.0866	0.347	150.089	192080	4	Battle Cry	Polo G	RAP
6	0.876	0.603	5	-9.148	0	0.28	0.0188	0.0	0.103	0.633	143.043	202680	4	BST	Polo G	RAP
7	0.506	0.45	2	-12.565	1	0.364	0.0683	0.000225	0.103	0.131	177.978	182387	4	Finer Things	Polo G	RAP
8	0.831	0.604	0	-6.741	1	0.273	0.0316	0.0	0.091	0.406	87.955	165720	4	Picture This	Polo G	RAP
9	0.77	0.576	8	-11.845	0	0.339	0.138	0.0	0.08	0.364	166.162	127200	4	Chosen 1	Polo G	RAP
10	0.661	0.572	1	-7.101	1	0.338	0.0149	0.0	0.175	0.339	159.961	180293	4	Deep Wounds	Polo G	RAP
11	0.579	0.594	2	-8.461	1	0.468	0.0249	0.0	0.0967	0.477	81.539	197320	4	Last Strike	Polo G	RAP
12	0.463	0.728	1	-7.994	0	0.353	0.156	0.0	0.176	0.321	81.193	167453	4	A King's Nightmare	Polo G	RAP
13	0.862	0.689	1	-5.68	1	0.323	0.118	0.0	0.0729	0.364	83.964	223787	4	Pop Out Again (feat. Lil Baby & Gunna)	Polo G	RAP
0	0.809	0.744	10	-5.261	0	0.343	0.15	0.0	0.292	0.831	165.993	210800	4	Godzilla (feat. Juice WRLD)	Eminem	RAP
1	0.877	0.651	10	-8.541	0	0.317	0.0507	0.0	0.141	0.586	153.016	246001	4	Lucky You (feat. Joyner Lucas)	Eminem	RAP
2	0.678	0.687	0	-8.312	1	0.252	0.332	0.0	0.102	0.148	90.022	303801	4	Lighters	Eminem	RAP
3	0.83	0.874	10	-4.743	0	0.294	0.237	0.0	0.384	0.813	140.974	230620	4	Gnat	Eminem	RAP
4	0.67	0.905	8	-3.407	1	0.206	0.232	0.0	0.0807	0.69	86.065	279003	4	Cinderella Man	Eminem	RAP
5	0.579	0.584	9	-4.738	0	0.123	0.791	0.0	0.58	0.565	89.336	297864	4	Walk On Water (feat. Beyoncé)	Eminem	RAP
6	0.71	0.843	7	-2.646	1	0.314	0.395	0.0	0.794	0.625	148.134	363521	4	Rap God	Eminem	RAP
7	0.655	0.924	10	-5.026	1	0.324	0.257	0.0	0.525	0.606	174.053	263321	4	Love The Way You Lie (feat. Rihanna)	Eminem	RAP
8	0.487	0.952	2	-2.359	1	0.217	0.014	2.58e-06	0.051	0.316	180.069	265917	3	Won't Back Down (feat. P!nk)	Eminem	RAP
9	0.736	0.813	4	-4.802	0	0.24	0.0149	0.0	0.699	0.521	147.98	223491	4	Higher	Eminem	RAP
10	0.724	0.872	2	-4.073	1	0.348	0.0216	0.0	0.267	0.632	95.082	237225	4	Berzerk	Eminem	RAP
11	0.856	0.953	0	-1.192	0	0.25	0.528	0.0	0.304	0.659	114.618	249267	5	Not Afraid	Eminem	RAP
12	0.718	0.768	7	-7.87	1	0.25	0.0988	0.0	0.0957	0.591	164.038	213745	4	From The D 2 The LBC (with Snoop Dogg)	Eminem	RAP
13	0.672	0.7	11	-5.688	1	0.271	0.231	0.0	0.0658	0.64	78.926	264275	4	Nowhere Fast (feat. Kehlani)	Eminem	RAP
14	0.832	0.547	1	-5.714	1	0.299	0.199	0.0	0.105	0.568	182.936	262865	4	Fall	Eminem	RAP
15	0.638	0.842	1	-2.405	0	0.0461	0.156	0.0	0.0658	0.0454	121.135	281156	4	Phenomenal	Eminem	RAP
16	0.535	0.87	1	-3.842	1	0.289	0.0458	0.0	0.246	0.346	86.999	249681	4	Fast Lane	Eminem	RAP
17	0.691	0.961	4	-1.618	1	0.197	0.0193	0.0	0.0648	0.646	157.071	305680	4	You’re Never Over	Eminem	RAP
18	0.679	0.825	4	-2.625	0	0.401	0.055	0.0	0.126	0.713	76.761	319907	4	3 a.m.	Eminem	RAP
19	0.668	0.884	0	-3.438	1	0.122	0.0464	0.0	0.477	0.49	142.005	278133	4	Space Bound	Eminem	RAP
20	0.728	0.703	5	-4.479	0	0.0777	0.247	0.0	0.0899	0.522	132.06	392813	4	Beautiful	Eminem	RAP
21	0.783	0.859	9	-3.657	1	0.0714	0.0485	0.0	0.0931	0.571	110.011	250160	4	The Monster (feat. Rihanna)	Eminem	RAP
22	0.751	0.793	0	-4.991	1	0.0772	0.0173	0.0	0.406	0.49	135.955	264733	4	Venom - Music From The Motion Picture	Eminem	RAP
23	0.71	0.878	6	-2.518	0	0.0964	0.0795	0.0	0.18	0.399	84.095	297173	4	Crack A Bottle (feat. Dr. Dre & 50 Cent)	Eminem	RAP
24	0.853	0.776	8	-4.221	1	0.261	0.0714	0.0	0.181	0.659	94.028	212013	4	Is This Love ('09) (feat. 50 Cent)	Eminem	RAP
25	0.75	0.742	8	-6.21	0	0.397	0.144	0.0	0.113	0.675	90.063	223733	4	River (feat. Ed Sheeran)	Eminem	RAP
26	0.455	0.899	7	-2.974	1	0.233	0.0031	0.0	0.0953	0.433	176.085	271933	4	Survival	Eminem	RAP
27	0.752	0.907	0	-4.923	1	0.0485	0.0213	0.0	0.0538	0.564	135.982	310560	4	Best Friend	Eminem	RAP
28	0.608	0.623	2	-7.239	1	0.307	0.00833	3.85e-05	0.602	0.171	74.344	338493	4	Darkness	Eminem	RAP
29	0.778	0.891	4	-5.319	0	0.126	0.0268	0.0	0.184	0.0688	112.441	297013	3	Kings Never Die (feat. Gwen Stefani)	Eminem	RAP
30	0.735	0.925	11	-2.844	1	0.172	0.125	0.0	0.167	0.334	129.59	299480	4	No Love (feat. Lil Wayne)	Eminem	RAP
31	0.687	0.775	11	-3.658	1	0.156	0.15	0.0	0.511	0.487	146.726	343000	4	Headlights (feat. Nate Ruess)	Eminem	RAP
32	0.807	0.701	11	-10.663	0	0.261	0.0355	0.0	0.066	0.656	93.042	192187	4	The King and I (feat. CeeLo Green) - From the Original Motion Picture Soundtrack ELVIS	Eminem	RAP
33	0.89	0.662	6	-6.708	0	0.113	0.00463	0.0	0.264	0.487	93.008	252360	4	Farewell	Eminem	RAP
34	0.791	0.848	2	-3.345	1	0.347	0.0541	0.0	0.159	0.815	74.009	375984	4	Rap God - Mr. Cii Remix	Eminem	RAP
0	0.764	0.376	1	-12.586	1	0.571	0.887	1.92e-06	0.375	0.884	97.546	17075	4	Alfred - Intro	Eminem	RAP
1	0.674	0.807	1	-3.961	1	0.224	0.0151	3.9e-06	0.584	0.163	140.056	174864	4	Black Magic (feat. Skylar Grey)	Eminem	RAP
2	0.721	0.903	1	-2.968	1	0.386	0.114	0.0	0.337	0.701	97.113	339345	4	Alfred’s Theme	Eminem	RAP
3	0.906	0.742	9	-4.855	1	0.11	0.107	0.00757	0.0743	0.618	120.018	290136	4	Tone Deaf	Eminem	RAP
4	0.846	0.758	1	-5.364	1	0.279	0.264	0.0	0.0874	0.47	134.324	289915	4	Book of Rhymes (feat. DJ Premier)	Eminem	RAP
5	0.626	0.835	1	-5.842	1	0.319	0.0331	0.0	0.345	0.681	172.063	236719	4	Favorite Bitch (feat. Ty Dolla $ign)	Eminem	RAP
6	0.782	0.874	8	-4.611	1	0.276	0.0178	1.65e-06	0.444	0.655	119.959	196181	4	Guns Blazing (feat. Dr. Dre & Sly Pyper)	Eminem	RAP
7	0.835	0.869	10	-4.582	0	0.27	0.248	0.0	0.462	0.82	140.945	224656	4	Gnat	Eminem	RAP
8	0.733	0.82	4	-4.758	0	0.218	0.0143	0.0	0.674	0.525	148.0	222037	4	Higher	Eminem	RAP
9	0.862	0.789	1	-3.551	1	0.284	0.0541	0.0	0.282	0.472	138.918	207320	4	These Demons (feat. MAJ)	Eminem	RAP
10	0.753	0.266	3	-11.898	0	0.533	0.763	0.0	0.125	0.749	79.624	57951	4	Key - Skit	Eminem	RAP
11	0.617	0.874	4	-3.276	1	0.32	0.0109	0.0	0.083	0.566	81.026	204521	4	She Loves Me	Eminem	RAP
12	0.942	0.757	11	-6.089	1	0.256	0.0184	0.0	0.13	0.769	99.04	195009	4	Killer	Eminem	RAP
13	0.783	0.586	11	-8.068	0	0.204	0.159	0.0	0.389	0.312	177.024	230399	4	Zeus (feat. White Gold)	Eminem	RAP
14	0.635	0.469	0	-13.466	1	0.536	0.867	9.58e-06	0.784	0.892	85.749	16355	3	Thus Far - Interlude	Eminem	RAP
15	0.714	0.763	2	-3.275	1	0.259	0.049	0.0	0.129	0.527	84.873	252579	4	Discombobulated	Eminem	RAP
16	0.847	0.637	1	-5.193	1	0.367	0.0258	0.000648	0.382	0.511	165.977	173893	4	Premonition - Intro	Eminem	RAP
17	0.852	0.751	1	-5.793	1	0.0597	0.0168	0.0	0.394	0.387	89.988	216600	4	Unaccommodating (feat. Young M.A)	Eminem	RAP
18	0.68	0.82	4	-4.197	0	0.151	0.0614	0.0	0.597	0.243	140.029	234653	4	"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)"	Eminem	RAP
19	0.613	0.231	5	-20.464	1	0.384	0.874	0.0	0.299	0.915	73.723	30133	5	Alfred - Interlude	Eminem	RAP
20	0.805	0.637	4	-6.29	0	0.337	0.0285	0.0	0.0919	0.388	103.886	177693	4	Those Kinda Nights (feat. Ed Sheeran)	Eminem	RAP
21	0.721	0.768	10	-5.84	0	0.214	0.0387	0.0	0.202	0.591	88.957	194707	4	In Too Deep	Eminem	RAP
22	0.808	0.745	10	-5.26	0	0.343	0.145	0.0	0.292	0.828	165.994	210800	4	Godzilla (feat. Juice WRLD)	Eminem	RAP
23	0.67	0.624	2	-7.161	1	0.305	0.0101	8.54e-06	0.643	0.196	75.064	337147	4	Darkness	Eminem	RAP
24	0.661	0.748	2	-4.808	0	0.206	0.175	0.0	0.254	0.508	171.983	265947	3	Leaving Heaven (feat. Skylar Grey)	Eminem	RAP
25	0.446	0.967	1	-2.107	1	0.393	0.14	0.0	0.11	0.355	183.59	286960	4	"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)"	Eminem	RAP
26	0.59	0.452	3	-7.749	1	0.294	0.178	0.0	0.429	0.611	113.542	15160	1	Stepdad - Intro	Eminem	RAP
27	0.779	0.805	1	-3.121	1	0.179	0.018	0.0	0.321	0.556	145.679	213413	4	Stepdad	Eminem	RAP
28	0.871	0.493	1	-6.356	1	0.205	0.0134	0.000241	0.385	0.0495	144.99	200573	4	Marsh	Eminem	RAP
29	0.747	0.899	5	-5.125	0	0.247	0.1	0.0	0.486	0.58	92.029	177547	4	Never Love Again	Eminem	RAP
30	0.769	0.811	10	-4.162	0	0.228	0.0234	0.0	0.0451	0.761	155.081	177293	4	Little Engine	Eminem	RAP
31	0.848	0.745	6	-3.052	0	0.221	0.0949	0.0	0.0796	0.517	137.021	170227	4	Lock It Up (feat. Anderson .Paak)	Eminem	RAP
32	0.89	0.664	4	-6.625	0	0.106	0.00482	0.0	0.257	0.467	93.006	247733	4	Farewell	Eminem	RAP
